sentence,prompt
Madrid EFE,Madrid is a/an location entity .
Madrid EFE,EFE is a/an organization entity .
Madrid EFE,Madrid EFE is not a named entity .
"TUCSON , Ariz .",TUCSON is a/an location entity .
"TUCSON , Ariz .",Ariz . is a/an location entity .
"TUCSON , Ariz .","TUCSON , is not a named entity ."
"TUCSON , Ariz .","TUCSON , Ariz . is not a named entity ."
"TUCSON , Ariz .",Ariz is not a named entity .
"TUCSON , Ariz .","TUCSON , Ariz is not a named entity ."
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Clinton is a/an person entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",$12 Billion is a/an other entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Russia is a/an location entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Moscow is a/an location entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",United States is a/an location entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Ukraine is a/an location entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .","the United States , Russia , is not a named entity ."
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",) ( is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",between the presidents of the United is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Ukraine has is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",presidents of the is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .","$12 Billion to Russia "" is not a named entity ."
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",'Donated ' $12 Billion is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",$12 Billion to Russia is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",and Ukraine is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",) ( Text ) The is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",) The Moscow meeting between the is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",prompted is not a named entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",Astoria is a/an location entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",Ore. is a/an location entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",Needles is a/an location entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",Calif. is a/an location entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.","Astoria , Ore. is not a named entity ."
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",", Ore. is not a named entity ."
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",degrees at is not a named entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.","at Astoria , Ore. , to 106 is not a named entity ."
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",around the nation is not a named entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",59 is not a named entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",p.m. EDT ranged from 59 is not a named entity .
"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.","from 59 degrees at Astoria , Ore. , is not a named entity ."
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",Betty Barrow is a/an person entity .
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",High Island. is a/an location entity .
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.","get worse thunderstorms than this , is not a named entity ."
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",who remained on High Island. is not a named entity .
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",resident is not a named entity .
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",28-year resident is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Christophersen is a/an person entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",ANSA is a/an organization entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Brussels is a/an location entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",May 25 is a/an other entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",2-3 percent is a/an other entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",1996 is a/an other entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",European Commission is a/an organization entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Italy is a/an location entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Henning Christophersen is a/an person entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",by the European is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",-- Price and is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .","Commission to member states , including Italy is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",inflation rate by no more than 2-3 percent is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",") Brussels , is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",the inflation rate by no is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",document outlined here today by Commissioner Henning Christophersen is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",the primary objectives indicated is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .","Commission to member states , including is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",", including Italy , is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Text ) is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",no is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",") Brussels , May is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .","Price and exchange rate stability , achieved by is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .","member states , is not a named entity ."
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",25 is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",a program document outlined here today is not a named entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",Text ) ( ANSA is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.","June 23 , is a/an other entity ."
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",State Department is a/an organization entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",Washington is a/an location entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",U.S. Embassy is a/an organization entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",Ethiopia is a/an location entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",Department is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",23 is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",State Department in Washington from the is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",", a cable arrived at the is not a named entity ."
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",the U.S. Embassy in is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",a cable is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.","23 , is not a named entity ."
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",State Department in Washington from the U.S. Embassy is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",from the U.S. Embassy in is not a named entity .
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",in Washington from the U.S. is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",Navy is a/an organization entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",GE is a/an organization entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",Richard Kennedy is a/an person entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",The investigation is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",. is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",investigation centers on a check is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",powers the is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",check and drain valve is not a named entity .
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",", GE spokesman Richard Kennedy is not a named entity ."
"YAKIMA , Wash.",YAKIMA is a/an location entity .
"YAKIMA , Wash.",Wash. is a/an location entity .
"YAKIMA , Wash.",", is not a named entity ."
"YAKIMA , Wash.",", Wash. is not a named entity ."
"YAKIMA , Wash.","YAKIMA , is not a named entity ."
"YAKIMA , Wash.","YAKIMA , Wash. is not a named entity ."
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Sydney J. Freedberg is a/an person entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Boston is a/an location entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Renaissance is a/an other entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Harvard is a/an location entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Wellesley College. is a/an location entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",exception of eight years at Wellesley College. is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Italian Renaissance who taught at Harvard is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",at Harvard from 1938 to is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Italian is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",and teacher Sydney is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",a noted is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",to 1983 with the exception of eight is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",the Italian Renaissance who is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Art historian is not a named entity .
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",from 1938 to 1983 with the is not a named entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",Grand Isle is a/an location entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",Louisiana is a/an location entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",on is not a named entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",were asked to go to is not a named entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",just off the is not a named entity .
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.","2 , 500 is not a named entity ."
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",Teruo Sofue is a/an person entity .
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",NASDA is a/an organization entity .
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .","department at NASDA , said is not a named entity ."
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",development department at is not a named entity .
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",comprehensive is not a named entity .
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",the comprehensive development is not a named entity .
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .",An Wang is a/an person entity .
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .","Shanghai , China is a/an location entity ."
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .",a native is not a named entity .
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .",principle on which is not a named entity .
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .","pulse controlling device , the principle is not a named entity ."
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .",memory operates is not a named entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",Buenos Aires is a/an location entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",CLARIN is a/an organization entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",10 Apr 94 is a/an other entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","Economic Supplement p 6 , is not a named entity ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",Apr is not a named entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7","p 6 , 7 is not a named entity ."
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",PY1204232594 Buenos Aires CLARIN in Spanish 10 is not a named entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",in Spanish 10 Apr 94 Economic Supplement p is not a named entity .
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",Spanish 10 Apr 94 Economic Supplement is not a named entity .
SAN FRANCISCO ( AP ),SAN FRANCISCO is a/an location entity .
SAN FRANCISCO ( AP ),AP is a/an organization entity .
SAN FRANCISCO ( AP ),) is not a named entity .
SAN FRANCISCO ( AP ),SAN FRANCISCO ( AP ) is not a named entity .
SAN FRANCISCO ( AP ),( AP ) is not a named entity .
SAN FRANCISCO ( AP ),AP ) is not a named entity .
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .",Jimmy Dorsey is a/an person entity .
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .","Shenandoah , Penn is a/an location entity ."
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .","Shenandoah , is not a named entity ."
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .",bandleader Jimmy Dorsey was born in is not a named entity .
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .",In is not a named entity .
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .","1904 , is not a named entity ."
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",Larry Martin is a/an person entity .
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",Tucson is a/an location entity .
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",circulation director for the publishing company jointly is not a named entity .
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",company jointly owned by the parent is not a named entity .
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",circulation director is not a named entity .
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",for the publishing company jointly is not a named entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",Hoffman is a/an person entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",Fresno is a/an location entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",Brent is a/an person entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",20 minutes is a/an other entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",", talking with Brent is not a named entity ."
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",who portrays an autistic is not a named entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",20 minutes . is not a named entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",and called is not a named entity .
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",", returned the favor and called the Fresno is not a named entity ."
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",", who is not a named entity ."
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",minutes is not a named entity .
