sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"Canada had recently donated $ 30 million to the centre "","" called the Burj al-Laqlaq Society .","TL;DR , 30 million to is not a named entity ."
"Canada had recently donated $ 30 million to the centre "","" called the Burj al-Laqlaq Society .","TL;DR , million to the centre "","" called the is not a named entity ."
"Canada had recently donated $ 30 million to the centre "","" called the Burj al-Laqlaq Society .","TL;DR , "","" called the is not a named entity ."
"Canada had recently donated $ 30 million to the centre "","" called the Burj al-Laqlaq Society .","TL;DR , 30 million to the centre "","" is not a named entity ."
SOCCER - REAL SCRAPE 1-1 DRAW IN SCRAPPY OPENING MATCH .,"TL;DR , REAL is an organization entity ."
SOCCER - REAL SCRAPE 1-1 DRAW IN SCRAPPY OPENING MATCH .,"TL;DR , DRAW IN SCRAPPY OPENING MATCH is not a named entity ."
SOCCER - REAL SCRAPE 1-1 DRAW IN SCRAPPY OPENING MATCH .,"TL;DR , DRAW is not a named entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , LA CORUNA is a location entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , Spain is a location entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , "","" Spain 1996-08-31 is not a named entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , LA CORUNA "","" is not a named entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , CORUNA "","" is not a named entity ."
"LA CORUNA "","" Spain 1996-08-31","TL;DR , "","" is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Roberto Carlos is a person entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Real Madrid is an organization entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Fabio Capello is a person entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Spanish is an other entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , the Spanish is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , multi-billion is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Madrid coach Fabio Capello and his multi-billion is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , defender Roberto Carlos saved the is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Real Madrid coach Fabio is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Carlos saved the is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , on is not a named entity ."
A late goal by newly-signed defender Roberto Carlos saved the blushes of Real Madrid coach Fabio Capello and his multi-billion peseta line-up in the opening game of the Spanish championship on Saturday .,"TL;DR , Spanish championship on is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , Brazilian is an other entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , Real is an organization entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , Deportivo Coruna is an organization entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , earn is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , to earn Real a point from is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , The Brazilian 's 79th-minute is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , earn Real a point from is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , point from a scrappy 1-1 is not a named entity ."
The Brazilian 's 79th-minute effort was enough to earn Real a point from a scrappy 1-1 draw at fellow title contenders Deportivo Coruna .,"TL;DR , Brazilian 's 79th-minute effort was enough to earn is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Deportivo is an organization entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Auxerre is an organization entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Corentine Martins is a person entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Brazilian-born is an other entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Spanish is an other entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Donato is a person entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , midfielder Donato . is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , home a corner is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , when former Auxerre playmaker is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , Martins headed home is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , through the first is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , half is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , the first half is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , former Auxerre playmaker is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , taking is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , corner after a flick-on by Brazilian-born Spanish international is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , through the first half when former Auxerre is not a named entity ."
"Deportivo started strongly "","" taking the lead midway through the first half when former Auxerre playmaker Corentine Martins headed home a corner after a flick-on by Brazilian-born Spanish international midfielder Donato .","TL;DR , lead midway through is not a named entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , Real is an organization entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , Luis Milla is a person entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , deep trouble shortly after the break is not a named entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , break when Luis is not a named entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , many is not a named entity ."
Real looked to be in deep trouble shortly after the break when Luis Milla was sent off for committing two bookable offences in as many minutes .,"TL;DR , in as is not a named entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , Deportivo is an organization entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , Armando Alvarez is a person entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , and were themselves reduced to is not a named entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , ten men when Armando Alvarez was sent is not a named entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , to ten men when is not a named entity ."
"But Deportivo were unable to capitalise on their numerical advantage "","" and were themselves reduced to ten men when Armando Alvarez was sent off 15 minutes from time .","TL;DR , to capitalise on their numerical advantage "","" and is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Roberto Carlos is a person entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Real is an organization entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Deportivo is an organization entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Jacques Songo'o is a person entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Roberto Carlos found is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Deportivo ' is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , despairing Deportivo is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Real with a shot that was deflected is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , defence and is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , shot that was deflected past despairing is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Shortly afterwards Roberto Carlos found is not a named entity ."
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"TL;DR , Carlos found is not a named entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , Donato is a person entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , Real is an organization entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , booked "","" is not a named entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , protesting about is not a named entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , had earlier is not a named entity ."
"In a frantic final five minutes there were chances at both ends "","" and Donato "","" who had earlier been booked "","" was sent off for protesting about the incursion of Real players at a free kick .","TL;DR , players at a is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Deportivo is an organization entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Augusto Lendoiro is a person entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , FIFA is an organization entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Brazilian is an other entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Mauro Silva is a person entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Europe is a location entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Europe . is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , match for failing to is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Before the match Deportivo chairman Augusto Lendoiro is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , his is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , join his national side 's tour of is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , for failing to join his is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , to join his national side 's is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , Silva is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , match for failing is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , decision banning is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , FIFA decision is not a named entity ."
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"TL;DR , in the match for failing to join his is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , John Toshack is a person entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , Silva is a person entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , Brazil is a location entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , Toshack decided not to use is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , the event "","" is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , to use Silva "","" who had is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , In the event "","" coach John Toshack decided is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , lost is not a named entity ."
"In the event "","" coach John Toshack decided not to use Silva "","" who had claimed he did not join the Brazil squad because he had lost his passport .","TL;DR , use Silva "","" who had claimed he is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , RUGBY LEAGUE is an other entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , WIGAN is an organization entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , BRADFORD is an organization entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , IN is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , - WIGAN BEAT is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , LEAGUE - WIGAN BEAT BRADFORD 42-36 IN is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL . is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , BEAT BRADFORD 42-36 IN SEMIFINAL . is not a named entity ."
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"TL;DR , IN SEMIFINAL is not a named entity ."
"WIGAN "","" England 1996-08-31","TL;DR , WIGAN is a location entity ."
"WIGAN "","" England 1996-08-31","TL;DR , England is a location entity ."
"WIGAN "","" England 1996-08-31","TL;DR , WIGAN "","" England 1996-08-31 is not a named entity ."
"WIGAN "","" England 1996-08-31","TL;DR , "","" England 1996-08-31 is not a named entity ."
"WIGAN "","" England 1996-08-31","TL;DR , 1996-08-31 is not a named entity ."
"WIGAN "","" England 1996-08-31","TL;DR , England 1996-08-31 is not a named entity ."
Result of English rugby league premiership semifinal played on Saturday :,"TL;DR , English is an other entity ."
Result of English rugby league premiership semifinal played on Saturday :,"TL;DR , English rugby league is not a named entity ."
Result of English rugby league premiership semifinal played on Saturday :,"TL;DR , played on Saturday is not a named entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , Wigan is an organization entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , Bradford Bulls is an organization entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , Wigan 42 Bradford Bulls is not a named entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , 42 Bradford Bulls 36 is not a named entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , 42 Bradford Bulls is not a named entity ."
Wigan 42 Bradford Bulls 36,"TL;DR , 42 Bradford is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , ISRAEL is a location entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , BULGARIA is a location entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , EUROPEAN is an other entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , QUALIFIER is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , ISRAEL BEAT BULGARIA IN EUROPEAN is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , IN EUROPEAN UNDER-21 QUALIFIER is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , EUROPEAN UNDER-21 QUALIFIER is not a named entity ."
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"TL;DR , BULGARIA IN is not a named entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , HERZLIYA is a location entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , Israel is a location entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , 1996-08-31 is not a named entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , HERZLIYA "","" Israel is not a named entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , HERZLIYA "","" is not a named entity ."
"HERZLIYA "","" Israel 1996-08-31","TL;DR , "","" Israel is not a named entity ."
Result of European under-21 championship group 5 qualifier on Saturday :,"TL;DR , European is an other entity ."
Result of European under-21 championship group 5 qualifier on Saturday :,"TL;DR , under-21 championship group 5 qualifier on Saturday is not a named entity ."
Result of European under-21 championship group 5 qualifier on Saturday :,"TL;DR , group 5 qualifier on Saturday is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Israel is a location entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Bulgaria is a location entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Haim Hajaj is a person entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Nir Sivilia is a person entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , "","" Bulgaria is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , 47th ) "","" Nir Sivilia ( 57th ) is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , halftime 0-0 ) Scorers is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Scorers : Haim Hajaj ( 47th ) "","" is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Israel 2 "","" Bulgaria 0 ( halftime 0-0 is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , ( 47th ) "","" Nir is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , 0 ( halftime 0-0 ) Scorers is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , 47th is not a named entity ."
SOCCER - IRISH ERASE PAINFUL MEMORIES WITH 5-0 WIN .,"TL;DR , IRISH is an other entity ."
SOCCER - IRISH ERASE PAINFUL MEMORIES WITH 5-0 WIN .,"TL;DR , ERASE PAINFUL MEMORIES WITH 5-0 is not a named entity ."
SOCCER - IRISH ERASE PAINFUL MEMORIES WITH 5-0 WIN .,"TL;DR , ERASE is not a named entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , ESCHEN is a location entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , Liechtenstein is a location entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , "","" is not a named entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , Liechtenstein 1996-08-31 is not a named entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , "","" Liechtenstein is not a named entity ."
"ESCHEN "","" Liechtenstein 1996-08-31","TL;DR , "","" Liechtenstein 1996-08-31 is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , Republic of Ireland is a location entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , Liechtenstein is a location entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , Alpine is an other entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , World Cup is an other entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , World is not a named entity ."
