sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Michael Jones is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Glenn Taylor is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Robin Brooke is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Ian Jones is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Olo Brown is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Sean Fitzpatrick is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Craig Dowd is a person entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - Zinzan is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Cullen ( Alama Ieremia "","" 70 ) is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Brown "","" 2 - Sean is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , "","" 5 - Robin Brooke "","" 4 is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ( captain ) is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Jeff Wilson "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Mehrtens is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 2 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 11 is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ) "","" 14 is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ) "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 11 - Glen is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 1 - Craig Dowd . is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 4 - Ian Jones "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - Olo Brown "","" 2 - Sean is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Kronfeld "","" 6 - Michael Jones is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Alama Ieremia "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Mehrtens "","" 9 - Justin is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - Frank Bunce "","" 11 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 7 - Josh Kronfeld is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Jones ( Glenn is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - Justin Marshall ; 8 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - 15 - Christian Cullen is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , "","" 9 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , 70 ) "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ( Alama is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ; 10 - Andrew Mehrtens "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , "","" 2 - Sean Fitzpatrick ( captain ) is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Andrew Mehrtens "","" 9 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Ieremia "","" 70 ) "","" 14 - is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Robin Brooke "","" 4 - Ian Jones "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Bunce "","" 11 - Glen is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Glen Osborne ; 10 - Andrew Mehrtens is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , ( Glenn Taylor "","" 53 ) is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , Jones "","" 3 - Olo Brown "","" is not a named entity ."
"New Zealand - 15 - Christian Cullen ( Alama Ieremia "","" 70 ) "","" 14 - Jeff Wilson "","" 13 - Walter Little "","" 12 - Frank Bunce "","" 11 - Glen Osborne ; 10 - Andrew Mehrtens "","" 9 - Justin Marshall ; 8 - Zinzan Brooke "","" 7 - Josh Kronfeld "","" 6 - Michael Jones ( Glenn Taylor "","" 53 ) "","" 5 - Robin Brooke "","" 4 - Ian Jones "","" 3 - Olo Brown "","" 2 - Sean Fitzpatrick ( captain ) "","" 1 - Craig Dowd .","TL;DR , - Michael is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , RUGBY UNION is an organization entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , SOUTH AFRICA is a location entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , ALL BLACKS is an organization entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , BEAT ALL BLACKS 32-22 . is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , BEAT is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , RUGBY UNION - is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , UNION - SOUTH AFRICA is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , RUGBY UNION - SOUTH is not a named entity ."
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"TL;DR , RUGBY UNION - SOUTH AFRICA BEAT is not a named entity ."
JOHANNESBURG 1996-08-31,"TL;DR , JOHANNESBURG is a location entity ."
JOHANNESBURG 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
JOHANNESBURG 1996-08-31,"TL;DR , JOHANNESBURG 1996-08-31 is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , South Africa is a location entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , New Zealand is a location entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , Ellis Park is a location entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , beat New is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , 16-8 ) is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , 32-22 ( is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , three-test series is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , haltime 16-8 ) in the final test match is not a named entity ."
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"TL;DR , ( is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , South Africa is a location entity ."
