sentence,prompt
"Andrews Lock and Dam , Henry County , Ala. ;","TL;DR , Andrews Lock and Dam is a location entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , why is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , allegedly is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , hope is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , , when Weiss was on the threshold is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , said Wednesday from Washington. ; is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , ; is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , dispel the different myths is not a named entity ."
""" We hope to dispel the different myths about why Weiss allegedly killed Huey Long , when Weiss was on the threshold of beginning a very exciting life , "" Johnston said Wednesday from Washington. ;","TL;DR , about why Weiss allegedly killed is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , Wang Shaohua is a person entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , China is a location entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , San Francisco is a location entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , China. is a location entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , instigated by people is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , official with China 's consulate is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , who fled ` ` were instigated by people is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , said those who fled ` ` were instigated is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , people with motives to bring damage is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , bring damage to China. ' ' is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , , said those who is not a named entity ."
"Wang Shaohua , an official with China 's consulate in San Francisco , said those who fled ` ` were instigated by people with motives to bring damage to China. ' '","TL;DR , who fled ` ` were is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , Mr Kim is a person entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , Thailand is a location entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , South Korea is a location entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , Thai is an other entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , , while Prime Minister Chuan asked is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , , while Prime Minister Chuan asked that is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , , while Prime Minister Chuan asked that South is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , Chuan asked that South Korea import more Thai is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , while is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , allow is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , allow more South is not a named entity ."
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .","TL;DR , . is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , U.S. is a location entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Havana is a location entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Radio Reloj Network is an organization entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , 2100 GMT is an other entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , 13 Feb 94 is an other entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , 2100 GMT 13 Feb 94 is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , 2100 GMT 13 is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Spanish 2100 GMT 13 Feb is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Havana Radio is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , GMT 13 Feb 94 is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Interests is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Radio Reloj Network in Spanish is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , in Spanish is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , Radio Reloj Network in Spanish 2100 GMT is not a named entity ."
Newspaper ` Explains ' U.S. Interests Section Events FL1402001894 Havana Radio Reloj Network in Spanish 2100 GMT 13 Feb 94,"TL;DR , ` Explains ' U.S. is not a named entity ."
"Camp Butner , N.C. ;","TL;DR , Camp Butner is a location entity ."
"Camp Butner , N.C. ;","TL;DR , N.C. is a location entity ."
"Camp Butner , N.C. ;","TL;DR , ; is not a named entity ."
"Camp Butner , N.C. ;","TL;DR , , is not a named entity ."
"Camp Butner , N.C. ;","TL;DR , , N.C. ; is not a named entity ."
"Camp Butner , N.C. ;","TL;DR , Camp Butner , is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , Pacific Marine Inc. is an organization entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , Houston is a location entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , 15 miles is an other entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , Grand Isle. is a location entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , about 15 miles east is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , , was located about 15 miles east is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , , is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , Inc. of Houston , was located about is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , was located about 15 miles east of Grand is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , Marine Inc. of Houston , was located is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , , was located about is not a named entity ."
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.","TL;DR , located about 15 miles east of is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , Memphis is a location entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , Cybill Shepherd is a person entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , Sunday is an other entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , be chosen by is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , zoo will be is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , and is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , chosen by another Memphis is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , The names of hippopotamus twins is not a named entity ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","TL;DR , the city zoo will is not a named entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , The Associated Press is an organization entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , Beirut is a location entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , translated from is not a named entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , by The Associated Press bureau in Beirut : is not a named entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , Press bureau is not a named entity ."
It was translated from Arabic by The Associated Press bureau in Beirut :,"TL;DR , translated from Arabic by is not a named entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , Sirhan is a person entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , Kennedy is a person entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , remember shooting is not a named entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , he was the lone assassin but is not a named entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , he is not a named entity ."
Sirhan says he was the lone assassin but can 't remember shooting Kennedy .,"TL;DR , can 't is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Associated Press is an organization entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , IAI is an organization entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Washington is a location entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Klemow is a person entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , tough-talking former is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , representing IAI in Washington , Klemow protects is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Klemow protects the Arrow as if it were is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Klemow protects the is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , own is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , in is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , Arrow as if it is not a named entity ."
"A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .","TL;DR , tough-talking is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , United States is a location entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , 34 percent is an other entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , 1967 is an other entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , 1987 is an other entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , FBI is an organization entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , murder rate in the is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , the United States has leaped 34 percent is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , the is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , overall murder rate in the is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , 1987 , the FBI reported . is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , between 1967 and 1987 , the FBI reported is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , leaped 34 percent is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , has leaped 34 percent between 1967 and is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , between 1967 and 1987 is not a named entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","TL;DR , and 1987 , the FBI reported is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , CHICAGO is a location entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Jesse Jackson is a person entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Sunday is an other entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , South Carolina is a location entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Illinois Sen. Paul Simon is a person entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Tuesday. is an other entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Sunday that winning in his native is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Simon in the is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , home is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Paul Simon in the primary here on Tuesday. is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , said Sunday that winning in is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , adopted home state to upset is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Jackson said Sunday is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , native South Carolina may give is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Sunday that winning in is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Sunday that winning is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , state to upset Illinois is not a named entity ."
CHICAGO _ Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"TL;DR , Jesse Jackson said is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , Incan King is an other entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , Peru is a location entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , Atahualpa is a person entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , Francisco Pizarro is a person entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , murdered on the orders of Spanish conqueror is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , In 1533 , the is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , , Atahualpa is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , Peru , Atahualpa , is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , On this date : is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , on the orders of Spanish conqueror is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , last Incan King of is not a named entity ."
"On this date : In 1533 , the last Incan King of Peru , Atahualpa , was murdered on the orders of Spanish conqueror Francisco Pizarro .","TL;DR , of is not a named entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , South Korean Government is an organization entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , 32 , 500 tonnes is an other entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Alaska is a location entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Kamchatka is a location entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Okhotsk Sea is a location entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Kuzmenko is a person entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Okhotrybvod is an other entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Okhotsk Sea. is a location entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Korochkin is a person entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , ( words indistinct is not a named entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , at the present is not a named entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , ) And at the present time is not a named entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , And at the present time , Okhotrybvod vessels is not a named entity ."
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .","TL;DR , Okhotsk Sea fishing area , and is not a named entity ."
